measure_name,location_id,location_name,sex_id,sex_name,age_group_id,age_group_name,val,upper,lower
"% Change in Age-Standardized Smoking Prevalence, 1990-2019",182,Malawi,1,Male,29,15+ years,-0.002330434,0.101257318,-0.099886952
"% Change in Number of Smokers, 1990-2019",182,Malawi,2,Female,29,15+ years,0.877544152,1.627754984,0.287313484
"% Change in Age-Standardized Smoking Prevalence, 1990-2019",182,Malawi,2,Female,29,15+ years,-0.155297677,0.176135669,-0.417129431
"% Change in Number of Smokers, 1990-2019",182,Malawi,3,Both,29,15+ years,0.987764006,1.223741322,0.775314345
"% Change in Age-Standardized Smoking Prevalence, 1990-2019",182,Malawi,3,Both,29,15+ years,-0.044814864,0.058848476,-0.140438033
"% Change in Number of Smokers, 1990-2019",183,Mauritius,1,Male,29,15+ years,0.160150551,0.250598903,0.074980862
"% Change in Age-Standardized Smoking Prevalence, 1990-2019",183,Mauritius,1,Male,29,15+ years,-0.129845173,-0.069312357,-0.191908023
"% Change in Number of Smokers, 1990-2019",183,Mauritius,2,Female,29,15+ years,0.192048889,0.602772698,-0.132527342
"% Change in Age-Standardized Smoking Prevalence, 1990-2019",183,Mauritius,2,Female,29,15+ years,-0.076505529,0.232771869,-0.320632737
"% Change in Number of Smokers, 1990-2019",183,Mauritius,3,Both,29,15+ years,0.161771146,0.261251784,0.079871853
"% Change in Age-Standardized Smoking Prevalence, 1990-2019",183,Mauritius,3,Both,29,15+ years,-0.121882168,-0.052925971,-0.184414877
"% Change in Number of Smokers, 1990-2019",184,Mozambique,1,Male,29,15+ years,1.083931547,1.378179872,0.812061388
"% Change in Age-Standardized Smoking Prevalence, 1990-2019",184,Mozambique,1,Male,29,15+ years,-0.055222593,0.065693159,-0.171842121
"% Change in Number of Smokers, 1990-2019",184,Mozambique,2,Female,29,15+ years,1.098483803,1.924167288,0.442682625
"% Change in Age-Standardized Smoking Prevalence, 1990-2019",184,Mozambique,2,Female,29,15+ years,-0.0730123,0.278651407,-0.341227179
"% Change in Number of Smokers, 1990-2019",184,Mozambique,3,Both,29,15+ years,1.080003163,1.357785517,0.81372422
"% Change in Age-Standardized Smoking Prevalence, 1990-2019",184,Mozambique,3,Both,29,15+ years,-0.060368853,0.06139799,-0.173153842
"% Change in Number of Smokers, 1990-2019",185,Rwanda,1,Male,29,15+ years,1.06173932,1.337651053,0.80347382
"% Change in Age-Standardized Smoking Prevalence, 1990-2019",185,Rwanda,1,Male,29,15+ years,-0.01512025,0.10894192,-0.121095816
"% Change in Number of Smokers, 1990-2019",185,Rwanda,2,Female,29,15+ years,1.097808491,1.764067941,0.573661235
"% Change in Age-Standardized Smoking Prevalence, 1990-2019",185,Rwanda,2,Female,29,15+ years,-0.018235499,0.292791277,-0.261089462
"% Change in Number of Smokers, 1990-2019",185,Rwanda,3,Both,29,15+ years,1.065011577,1.331243766,0.816238938
"% Change in Age-Standardized Smoking Prevalence, 1990-2019",185,Rwanda,3,Both,29,15+ years,-0.023372792,0.094372384,-0.135611096
"% Change in Number of Smokers, 1990-2019",186,Seychelles,1,Male,29,15+ years,0.566832248,0.738171435,0.4026572
"% Change in Age-Standardized Smoking Prevalence, 1990-2019",186,Seychelles,1,Male,29,15+ years,-0.109489299,-0.01988253,-0.197030381
"% Change in Number of Smokers, 1990-2019",186,Seychelles,2,Female,29,15+ years,0.32895372,0.866835327,-0.087836649
"% Change in Age-Standardized Smoking Prevalence, 1990-2019",186,Seychelles,2,Female,29,15+ years,-0.05933387,0.300718627,-0.339979946
"% Change in Number of Smokers, 1990-2019",186,Seychelles,3,Both,29,15+ years,0.526908399,0.684869694,0.371312363
"% Change in Age-Standardized Smoking Prevalence, 1990-2019",186,Seychelles,3,Both,29,15+ years,-0.057212076,0.032044941,-0.150664306
"% Change in Number of Smokers, 1990-2019",187,Somalia,1,Male,29,15+ years,1.442493032,1.82970857,1.07967071
"% Change in Age-Standardized Smoking Prevalence, 1990-2019",187,Somalia,1,Male,29,15+ years,-0.157033836,-0.041798136,-0.269152158
"% Change in Number of Smokers, 1990-2019",187,Somalia,2,Female,29,15+ years,1.294397265,2.285326142,0.538270659
"% Change in Age-Standardized Smoking Prevalence, 1990-2019",187,Somalia,2,Female,29,15+ years,-0.179403514,0.119882139,-0.431266729
"% Change in Number of Smokers, 1990-2019",187,Somalia,3,Both,29,15+ years,1.418868707,1.791316505,1.091005961
"% Change in Age-Standardized Smoking Prevalence, 1990-2019",187,Somalia,3,Both,29,15+ years,-0.162832017,-0.051294409,-0.261059281
"% Change in Number of Smokers, 1990-2019",189,United Republic of Tanzania,1,Male,29,15+ years,0.436995525,0.60864248,0.266616032
"% Change in Age-Standardized Smoking Prevalence, 1990-2019",189,United Republic of Tanzania,1,Male,29,15+ years,-0.389002252,-0.31762341,-0.452200317
"% Change in Number of Smokers, 1990-2019",189,United Republic of Tanzania,2,Female,29,15+ years,0.78141653,1.452917272,0.243412218
"% Change in Age-Standardized Smoking Prevalence, 1990-2019",189,United Republic of Tanzania,2,Female,29,15+ years,-0.27724792,-0.019568318,-0.490426889
"% Change in Number of Smokers, 1990-2019",189,United Republic of Tanzania,3,Both,29,15+ years,0.477707496,0.65325717,0.315909562
"% Change in Age-Standardized Smoking Prevalence, 1990-2019",189,United Republic of Tanzania,3,Both,29,15+ years,-0.374120123,-0.30517341,-0.440932704
"% Change in Number of Smokers, 1990-2019",190,Uganda,1,Male,29,15+ years,0.777029992,1.028687651,0.557819915
"% Change in Age-Standardized Smoking Prevalence, 1990-2019",190,Uganda,1,Male,29,15+ years,-0.240276212,-0.150008688,-0.324004644
"% Change in Number of Smokers, 1990-2019",190,Uganda,2,Female,29,15+ years,1.714282316,2.770856987,0.942644506
"% Change in Age-Standardized Smoking Prevalence, 1990-2019",190,Uganda,2,Female,29,15+ years,-0.01003117,0.311916165,-0.262023161
"% Change in Number of Smokers, 1990-2019",190,Uganda,3,Both,29,15+ years,0.92813829,1.199481508,0.698210319
"% Change in Age-Standardized Smoking Prevalence, 1990-2019",190,Uganda,3,Both,29,15+ years,-0.216105783,-0.125058483,-0.300043384
"% Change in Number of Smokers, 1990-2019",191,Zambia,1,Male,29,15+ years,1.787434846,2.114339251,1.481420732
"% Change in Age-Standardized Smoking Prevalence, 1990-2019",191,Zambia,1,Male,29,15+ years,0.044290035,0.159847865,-0.058675617
"% Change in Number of Smokers, 1990-2019",191,Zambia,2,Female,29,15+ years,1.817676809,2.928986635,0.947481639
"% Change in Age-Standardized Smoking Prevalence, 1990-2019",191,Zambia,2,Female,29,15+ years,-0.100482768,0.186347489,-0.325433087
"% Change in Number of Smokers, 1990-2019",191,Zambia,3,Both,29,15+ years,1.785430396,2.121440514,1.473201306
"% Change in Age-Standardized Smoking Prevalence, 1990-2019",191,Zambia,3,Both,29,15+ years,0.022021415,0.129232066,-0.074964275
"% Change in Number of Smokers, 1990-2019",192,Southern Sub-Saharan Africa,1,Male,29,15+ years,0.437676453,0.512036044,0.370093579
"% Change in Age-Standardized Smoking Prevalence, 1990-2019",192,Southern Sub-Saharan Africa,1,Male,29,15+ years,-0.226799173,-0.189049577,-0.259811307
"% Change in Number of Smokers, 1990-2019",192,Southern Sub-Saharan Africa,2,Female,29,15+ years,0.137234111,0.364457509,-0.071994413
"% Change in Age-Standardized Smoking Prevalence, 1990-2019",192,Southern Sub-Saharan Africa,2,Female,29,15+ years,-0.367608734,-0.256604547,-0.477953694
"% Change in Number of Smokers, 1990-2019",192,Southern Sub-Saharan Africa,3,Both,29,15+ years,0.361460539,0.447691747,0.282686584
"% Change in Age-Standardized Smoking Prevalence, 1990-2019",192,Southern Sub-Saharan Africa,3,Both,29,15+ years,-0.256284532,-0.214211429,-0.296800724
"% Change in Number of Smokers, 1990-2019",193,Botswana,1,Male,29,15+ years,1.357050765,1.599779581,1.120316428
"% Change in Age-Standardized Smoking Prevalence, 1990-2019",193,Botswana,1,Male,29,15+ years,-0.064824945,0.018991598,-0.145505874
"% Change in Number of Smokers, 1990-2019",193,Botswana,2,Female,29,15+ years,0.81584582,1.465361024,0.326858927
"% Change in Age-Standardized Smoking Prevalence, 1990-2019",193,Botswana,2,Female,29,15+ years,-0.190511446,0.072551605,-0.379655387
"% Change in Number of Smokers, 1990-2019",193,Botswana,3,Both,29,15+ years,1.224736916,1.456582844,1.006435871
"% Change in Age-Standardized Smoking Prevalence, 1990-2019",193,Botswana,3,Both,29,15+ years,-0.071368365,0.014563023,-0.153425128
"% Change in Number of Smokers, 1990-2019",194,Lesotho,1,Male,29,15+ years,0.916903858,1.117620512,0.72628943
"% Change in Age-Standardized Smoking Prevalence, 1990-2019",194,Lesotho,1,Male,29,15+ years,0.295496417,0.4232288,0.171398366
"% Change in Number of Smokers, 1990-2019",194,Lesotho,2,Female,29,15+ years,0.338233465,1.005906218,-0.117357279
"% Change in Age-Standardized Smoking Prevalence, 1990-2019",194,Lesotho,2,Female,29,15+ years,0.044073713,0.509037603,-0.27947852
"% Change in Number of Smokers, 1990-2019",194,Lesotho,3,Both,29,15+ years,0.883891163,1.066844765,0.698669313
"% Change in Age-Standardized Smoking Prevalence, 1990-2019",194,Lesotho,3,Both,29,15+ years,0.299803372,0.418592336,0.172900609
"% Change in Number of Smokers, 1990-2019",195,Namibia,1,Male,29,15+ years,0.546948125,0.732489994,0.380390091
"% Change in Age-Standardized Smoking Prevalence, 1990-2019",195,Namibia,1,Male,29,15+ years,-0.216329246,-0.133347663,-0.294001712
"% Change in Number of Smokers, 1990-2019",195,Namibia,2,Female,29,15+ years,0.511342713,0.969537695,0.119616669
"% Change in Age-Standardized Smoking Prevalence, 1990-2019",195,Namibia,2,Female,29,15+ years,-0.257022669,-0.050110428,-0.435669733
"% Change in Number of Smokers, 1990-2019",195,Namibia,3,Both,29,15+ years,0.531135131,0.708480411,0.360607406
"% Change in Age-Standardized Smoking Prevalence, 1990-2019",195,Namibia,3,Both,29,15+ years,-0.234958907,-0.147434659,-0.317799107
"% Change in Number of Smokers, 1990-2019",196,South Africa,1,Male,29,15+ years,0.361945565,0.447922213,0.285704358
"% Change in Age-Standardized Smoking Prevalence, 1990-2019",196,South Africa,1,Male,29,15+ years,-0.275038028,-0.233387613,-0.313452081
"% Change in Number of Smokers, 1990-2019",196,South Africa,2,Female,29,15+ years,0.086269035,0.335913976,-0.135665217
"% Change in Age-Standardized Smoking Prevalence, 1990-2019",196,South Africa,2,Female,29,15+ years,-0.380462255,-0.248473912,-0.502077584
"% Change in Number of Smokers, 1990-2019",196,South Africa,3,Both,29,15+ years,0.285518022,0.378656325,0.196398363
"% Change in Age-Standardized Smoking Prevalence, 1990-2019",196,South Africa,3,Both,29,15+ years,-0.293503388,-0.244904861,-0.341206068
"% Change in Number of Smokers, 1990-2019",197,Eswatini,1,Male,29,15+ years,0.301024781,0.493515429,0.134884836
"% Change in Age-Standardized Smoking Prevalence, 1990-2019",197,Eswatini,1,Male,29,15+ years,-0.309178639,-0.215069917,-0.388773708
"% Change in Number of Smokers, 1990-2019",197,Eswatini,2,Female,29,15+ years,0.30608888,0.847721172,-0.08164792
"% Change in Age-Standardized Smoking Prevalence, 1990-2019",197,Eswatini,2,Female,29,15+ years,-0.269085664,-0.001705469,-0.474335135
"% Change in Number of Smokers, 1990-2019",197,Eswatini,3,Both,29,15+ years,0.298956524,0.480252809,0.1386055
"% Change in Age-Standardized Smoking Prevalence, 1990-2019",197,Eswatini,3,Both,29,15+ years,-0.286257499,-0.195559241,-0.368856944
"% Change in Number of Smokers, 1990-2019",198,Zimbabwe,1,Male,29,15+ years,0.709884847,0.899923789,0.541526855
"% Change in Age-Standardized Smoking Prevalence, 1990-2019",198,Zimbabwe,1,Male,29,15+ years,0.035881267,0.131875999,-0.053285007
"% Change in Number of Smokers, 1990-2019",198,Zimbabwe,2,Female,29,15+ years,0.922590805,1.678444446,0.353052506
"% Change in Age-Standardized Smoking Prevalence, 1990-2019",198,Zimbabwe,2,Female,29,15+ years,-0.08901582,0.240547142,-0.358750309
"% Change in Number of Smokers, 1990-2019",198,Zimbabwe,3,Both,29,15+ years,0.726086408,0.906344155,0.549362374
"% Change in Age-Standardized Smoking Prevalence, 1990-2019",198,Zimbabwe,3,Both,29,15+ years,-0.03246734,0.053203322,-0.119979536
"% Change in Number of Smokers, 1990-2019",199,Western Sub-Saharan Africa,1,Male,29,15+ years,0.780412787,0.877754445,0.688179866
"% Change in Age-Standardized Smoking Prevalence, 1990-2019",199,Western Sub-Saharan Africa,1,Male,29,15+ years,-0.230402636,-0.188975195,-0.26933741
"% Change in Number of Smokers, 1990-2019",199,Western Sub-Saharan Africa,2,Female,29,15+ years,0.781150902,1.048704711,0.535326447
"% Change in Age-Standardized Smoking Prevalence, 1990-2019",199,Western Sub-Saharan Africa,2,Female,29,15+ years,-0.336528229,-0.237362277,-0.428537766
"% Change in Number of Smokers, 1990-2019",199,Western Sub-Saharan Africa,3,Both,29,15+ years,0.779870969,0.870826993,0.692629503
"% Change in Age-Standardized Smoking Prevalence, 1990-2019",199,Western Sub-Saharan Africa,3,Both,29,15+ years,-0.278864292,-0.244016628,-0.312198989
"% Change in Number of Smokers, 1990-2019",200,Benin,1,Male,29,15+ years,0.679261827,0.936891744,0.447386564
"% Change in Age-Standardized Smoking Prevalence, 1990-2019",200,Benin,1,Male,29,15+ years,-0.422903922,-0.344477293,-0.495755246
"% Change in Number of Smokers, 1990-2019",200,Benin,2,Female,29,15+ years,0.560808645,1.206125803,0.047777482
"% Change in Age-Standardized Smoking Prevalence, 1990-2019",200,Benin,2,Female,29,15+ years,-0.451417946,-0.236340097,-0.6303473
"% Change in Number of Smokers, 1990-2019",200,Benin,3,Both,29,15+ years,0.655525067,0.886816423,0.44262981
"% Change in Age-Standardized Smoking Prevalence, 1990-2019",200,Benin,3,Both,29,15+ years,-0.412941573,-0.341341752,-0.480888711
"% Change in Number of Smokers, 1990-2019",201,Burkina Faso,1,Male,29,15+ years,0.962573441,1.236258454,0.70682474
"% Change in Age-Standardized Smoking Prevalence, 1990-2019",201,Burkina Faso,1,Male,29,15+ years,-0.281701058,-0.18438376,-0.367454789
"% Change in Number of Smokers, 1990-2019",201,Burkina Faso,2,Female,29,15+ years,0.726001179,1.608580762,0.109134164
"% Change in Age-Standardized Smoking Prevalence, 1990-2019",201,Burkina Faso,2,Female,29,15+ years,-0.324055315,-0.011286136,-0.551065701
"% Change in Number of Smokers, 1990-2019",201,Burkina Faso,3,Both,29,15+ years,0.934165151,1.197042874,0.683729793
"% Change in Age-Standardized Smoking Prevalence, 1990-2019",201,Burkina Faso,3,Both,29,15+ years,-0.265745219,-0.172206509,-0.353405891
"% Change in Number of Smokers, 1990-2019",202,Cameroon,1,Male,29,15+ years,1.105534226,1.417006075,0.807519518
"% Change in Age-Standardized Smoking Prevalence, 1990-2019",202,Cameroon,1,Male,29,15+ years,-0.339440774,-0.246638445,-0.425075326
"% Change in Number of Smokers, 1990-2019",202,Cameroon,2,Female,29,15+ years,1.404853524,2.541536032,0.582753924
"% Change in Age-Standardized Smoking Prevalence, 1990-2019",202,Cameroon,2,Female,29,15+ years,-0.24071125,0.062033445,-0.472421784
"% Change in Number of Smokers, 1990-2019",202,Cameroon,3,Both,29,15+ years,1.127039536,1.424919216,0.852891155
"% Change in Age-Standardized Smoking Prevalence, 1990-2019",202,Cameroon,3,Both,29,15+ years,-0.318065767,-0.228349259,-0.397811592
"% Change in Number of Smokers, 1990-2019",203,Cabo Verde,1,Male,29,15+ years,0.456509087,0.726268786,0.241890735
"% Change in Age-Standardized Smoking Prevalence, 1990-2019",203,Cabo Verde,1,Male,29,15+ years,-0.455230335,-0.368917756,-0.532964907
"% Change in Number of Smokers, 1990-2019",203,Cabo Verde,2,Female,29,15+ years,0.31560265,0.846758623,-0.054562056
"% Change in Age-Standardized Smoking Prevalence, 1990-2019",203,Cabo Verde,2,Female,29,15+ years,-0.352340896,-0.096325515,-0.543772765
"% Change in Number of Smokers, 1990-2019",203,Cabo Verde,3,Both,29,15+ years,0.416025117,0.649647415,0.217865712
"% Change in Age-Standardized Smoking Prevalence, 1990-2019",203,Cabo Verde,3,Both,29,15+ years,-0.377724572,-0.277623186,-0.461193104
"% Change in Number of Smokers, 1990-2019",204,Chad,1,Male,29,15+ years,0.8755998,1.155488683,0.624189026
"% Change in Age-Standardized Smoking Prevalence, 1990-2019",204,Chad,1,Male,29,15+ years,-0.303529669,-0.205044957,-0.388910736
"% Change in Number of Smokers, 1990-2019",204,Chad,2,Female,29,15+ years,0.678351115,1.480758761,0.094949116
"% Change in Age-Standardized Smoking Prevalence, 1990-2019",204,Chad,2,Female,29,15+ years,-0.337241542,-0.076079895,-0.540275793
"% Change in Number of Smokers, 1990-2019",204,Chad,3,Both,29,15+ years,0.834095459,1.094459828,0.604840927
"% Change in Age-Standardized Smoking Prevalence, 1990-2019",204,Chad,3,Both,29,15+ years,-0.284053485,-0.195350303,-0.365795936
"% Change in Number of Smokers, 1990-2019",205,Côte d'Ivoire,1,Male,29,15+ years,1.664867313,2.086623678,1.303304554
"% Change in Age-Standardized Smoking Prevalence, 1990-2019",205,Côte d'Ivoire,1,Male,29,15+ years,0.108973461,0.269449336,-0.031341709
"% Change in Number of Smokers, 1990-2019",205,Côte d'Ivoire,2,Female,29,15+ years,1.493243348,2.60820485,0.627647587
"% Change in Age-Standardized Smoking Prevalence, 1990-2019",205,Côte d'Ivoire,2,Female,29,15+ years,0.009602424,0.376327642,-0.287500098
"% Change in Number of Smokers, 1990-2019",205,Côte d'Ivoire,3,Both,29,15+ years,1.634836885,2.030585621,1.281163865
"% Change in Age-Standardized Smoking Prevalence, 1990-2019",205,Côte d'Ivoire,3,Both,29,15+ years,0.089313382,0.231506009,-0.04081448
"% Change in Number of Smokers, 1990-2019",206,Gambia,1,Male,29,15+ years,0.678310411,0.880455388,0.495016112
"% Change in Age-Standardized Smoking Prevalence, 1990-2019",206,Gambia,1,Male,29,15+ years,-0.323799341,-0.25140777,-0.392246349
"% Change in Number of Smokers, 1990-2019",206,Gambia,2,Female,29,15+ years,0.901886697,1.834956073,0.174339422
"% Change in Age-Standardized Smoking Prevalence, 1990-2019",206,Gambia,2,Female,29,15+ years,-0.349814927,-0.091444496,-0.552122643
"% Change in Number of Smokers, 1990-2019",206,Gambia,3,Both,29,15+ years,0.687194205,0.886912047,0.498355886
"% Change in Age-Standardized Smoking Prevalence, 1990-2019",206,Gambia,3,Both,29,15+ years,-0.352969831,-0.285545696,-0.417794775
"% Change in Number of Smokers, 1990-2019",207,Ghana,1,Male,29,15+ years,1.271262877,1.655270774,0.918727801
"% Change in Age-Standardized Smoking Prevalence, 1990-2019",207,Ghana,1,Male,29,15+ years,-0.074123127,0.072703096,-0.206653004
"% Change in Number of Smokers, 1990-2019",207,Ghana,2,Female,29,15+ years,1.775330742,3.198172212,0.821456475
"% Change in Age-Standardized Smoking Prevalence, 1990-2019",207,Ghana,2,Female,29,15+ years,0.063747864,0.563961386,-0.266700021
"% Change in Number of Smokers, 1990-2019",207,Ghana,3,Both,29,15+ years,1.344801814,1.72852727,0.999396976
"% Change in Age-Standardized Smoking Prevalence, 1990-2019",207,Ghana,3,Both,29,15+ years,-0.087855287,0.044177392,-0.208660959
"% Change in Number of Smokers, 1990-2019",208,Guinea,1,Male,29,15+ years,0.857381733,1.097528756,0.633240424
"% Change in Age-Standardized Smoking Prevalence, 1990-2019",208,Guinea,1,Male,29,15+ years,-0.08866259,0.020674485,-0.192769565
"% Change in Number of Smokers, 1990-2019",208,Guinea,2,Female,29,15+ years,0.955371684,1.766114171,0.325817474
"% Change in Age-Standardized Smoking Prevalence, 1990-2019",208,Guinea,2,Female,29,15+ years,-0.056486393,0.300837989,-0.348576311
"% Change in Number of Smokers, 1990-2019",208,Guinea,3,Both,29,15+ years,0.861602223,1.09468108,0.651985015
"% Change in Age-Standardized Smoking Prevalence, 1990-2019",208,Guinea,3,Both,29,15+ years,-0.092339941,0.011597421,-0.189110127
"% Change in Number of Smokers, 1990-2019",209,Guinea-Bissau,1,Male,29,15+ years,1.529098581,2.043120487,1.077642936
"% Change in Age-Standardized Smoking Prevalence, 1990-2019",209,Guinea-Bissau,1,Male,29,15+ years,0.163326402,0.385151951,-0.022023051
"% Change in Number of Smokers, 1990-2019",209,Guinea-Bissau,2,Female,29,15+ years,1.143417536,2.090319535,0.403060075
"% Change in Age-Standardized Smoking Prevalence, 1990-2019",209,Guinea-Bissau,2,Female,29,15+ years,0.033897951,0.467047379,-0.290862458
"% Change in Number of Smokers, 1990-2019",209,Guinea-Bissau,3,Both,29,15+ years,1.469672219,1.932090842,1.055205611
"% Change in Age-Standardized Smoking Prevalence, 1990-2019",209,Guinea-Bissau,3,Both,29,15+ years,0.158263761,0.346556399,-0.021165727
"% Change in Number of Smokers, 1990-2019",210,Liberia,1,Male,29,15+ years,1.471748503,1.874385369,1.125629677
"% Change in Age-Standardized Smoking Prevalence, 1990-2019",210,Liberia,1,Male,29,15+ years,-0.127522559,0.006464358,-0.241623217
"% Change in Number of Smokers, 1990-2019",210,Liberia,2,Female,29,15+ years,1.925365342,3.217049869,0.919506503
"% Change in Age-Standardized Smoking Prevalence, 1990-2019",210,Liberia,2,Female,29,15+ years,0.016166506,0.433315322,-0.308139197
"% Change in Number of Smokers, 1990-2019",210,Liberia,3,Both,29,15+ years,1.529655188,1.896545409,1.184331829
"% Change in Age-Standardized Smoking Prevalence, 1990-2019",210,Liberia,3,Both,29,15+ years,-0.093061224,0.033661008,-0.209316077
"% Change in Number of Smokers, 1990-2019",211,Mali,1,Male,29,15+ years,2.240715362,2.73107134,1.850780723
"% Change in Age-Standardized Smoking Prevalence, 1990-2019",211,Mali,1,Male,29,15+ years,0.269689487,0.43998182,0.123572789
"% Change in Number of Smokers, 1990-2019",211,Mali,2,Female,29,15+ years,2.394489292,3.882228031,1.261535671
"% Change in Age-Standardized Smoking Prevalence, 1990-2019",211,Mali,2,Female,29,15+ years,0.476172206,1.132982392,-0.023897906
"% Change in Number of Smokers, 1990-2019",211,Mali,3,Both,29,15+ years,2.247464771,2.679932958,1.875277466
"% Change in Age-Standardized Smoking Prevalence, 1990-2019",211,Mali,3,Both,29,15+ years,0.318505509,0.468317975,0.182404082
"% Change in Number of Smokers, 1990-2019",212,Mauritania,1,Male,29,15+ years,0.614996054,0.836967126,0.435799907
"% Change in Age-Standardized Smoking Prevalence, 1990-2019",212,Mauritania,1,Male,29,15+ years,-0.215671627,-0.118090997,-0.294965067
"% Change in Number of Smokers, 1990-2019",212,Mauritania,2,Female,29,15+ years,0.883108179,1.638133422,0.313606544
"% Change in Age-Standardized Smoking Prevalence, 1990-2019",212,Mauritania,2,Female,29,15+ years,-0.122762906,0.205760128,-0.393192166
"% Change in Number of Smokers, 1990-2019",212,Mauritania,3,Both,29,15+ years,0.666341017,0.879355159,0.480440811
"% Change in Age-Standardized Smoking Prevalence, 1990-2019",212,Mauritania,3,Both,29,15+ years,-0.202087959,-0.108891574,-0.287798373
"% Change in Number of Smokers, 1990-2019",213,Niger,1,Male,29,15+ years,2.066995725,2.656377833,1.566029959
"% Change in Age-Standardized Smoking Prevalence, 1990-2019",213,Niger,1,Male,29,15+ years,0.119927986,0.307702077,-0.051703505
"% Change in Number of Smokers, 1990-2019",213,Niger,2,Female,29,15+ years,2.421065857,4.262632136,1.066558117
"% Change in Age-Standardized Smoking Prevalence, 1990-2019",213,Niger,2,Female,29,15+ years,0.182804537,0.688632426,-0.219345493
"% Change in Number of Smokers, 1990-2019",213,Niger,3,Both,29,15+ years,2.092820397,2.67385506,1.618857167
"% Change in Age-Standardized Smoking Prevalence, 1990-2019",213,Niger,3,Both,29,15+ years,0.120295904,0.299066133,-0.037881628
"% Change in Number of Smokers, 1990-2019",214,Nigeria,1,Male,29,15+ years,0.256644353,0.444143301,0.087721659
"% Change in Age-Standardized Smoking Prevalence, 1990-2019",214,Nigeria,1,Male,29,15+ years,-0.385475942,-0.30053071,-0.466518836
"% Change in Number of Smokers, 1990-2019",214,Nigeria,2,Female,29,15+ years,0.314311185,0.877433628,-0.102569737
"% Change in Age-Standardized Smoking Prevalence, 1990-2019",214,Nigeria,2,Female,29,15+ years,-0.532825767,-0.331945667,-0.678573937
"% Change in Number of Smokers, 1990-2019",214,Nigeria,3,Both,29,15+ years,0.26207239,0.44060871,0.095210965
"% Change in Age-Standardized Smoking Prevalence, 1990-2019",214,Nigeria,3,Both,29,15+ years,-0.462629311,-0.391648509,-0.5286473
"% Change in Number of Smokers, 1990-2019",215,Sao Tome and Principe,1,Male,29,15+ years,1.83566313,2.307405474,1.40011899
"% Change in Age-Standardized Smoking Prevalence, 1990-2019",215,Sao Tome and Principe,1,Male,29,15+ years,0.242102799,0.432625748,0.054343246
"% Change in Number of Smokers, 1990-2019",215,Sao Tome and Principe,2,Female,29,15+ years,1.239241576,2.208094135,0.514082032
"% Change in Age-Standardized Smoking Prevalence, 1990-2019",215,Sao Tome and Principe,2,Female,29,15+ years,0.150821475,0.705436566,-0.237552141
"% Change in Number of Smokers, 1990-2019",215,Sao Tome and Principe,3,Both,29,15+ years,1.706186823,2.08893236,1.340623481
"% Change in Age-Standardized Smoking Prevalence, 1990-2019",215,Sao Tome and Principe,3,Both,29,15+ years,0.257778413,0.438754858,0.089088259
"% Change in Number of Smokers, 1990-2019",216,Senegal,1,Male,29,15+ years,0.081870149,0.235606216,-0.052555193
"% Change in Age-Standardized Smoking Prevalence, 1990-2019",216,Senegal,1,Male,29,15+ years,-0.52343155,-0.459804025,-0.575440054
"% Change in Number of Smokers, 1990-2019",216,Senegal,2,Female,29,15+ years,0.336624076,0.957206718,-0.131738769
"% Change in Age-Standardized Smoking Prevalence, 1990-2019",216,Senegal,2,Female,29,15+ years,-0.411652129,-0.175428514,-0.603515839
"% Change in Number of Smokers, 1990-2019",216,Senegal,3,Both,29,15+ years,0.100360216,0.248392899,-0.029099885
"% Change in Age-Standardized Smoking Prevalence, 1990-2019",216,Senegal,3,Both,29,15+ years,-0.508555743,-0.445981828,-0.560007662
"% Change in Number of Smokers, 1990-2019",217,Sierra Leone,1,Male,29,15+ years,1.107384227,1.370509535,0.880610887
"% Change in Age-Standardized Smoking Prevalence, 1990-2019",217,Sierra Leone,1,Male,29,15+ years,-0.131455289,-0.030678699,-0.214100344
"% Change in Number of Smokers, 1990-2019",217,Sierra Leone,2,Female,29,15+ years,0.75623567,1.428069925,0.223916485
"% Change in Age-Standardized Smoking Prevalence, 1990-2019",217,Sierra Leone,2,Female,29,15+ years,-0.26136318,0.003074315,-0.468445812
"% Change in Number of Smokers, 1990-2019",217,Sierra Leone,3,Both,29,15+ years,1.010849702,1.265674134,0.77540094
"% Change in Age-Standardized Smoking Prevalence, 1990-2019",217,Sierra Leone,3,Both,29,15+ years,-0.152691603,-0.053651807,-0.240645422
"% Change in Number of Smokers, 1990-2019",218,Togo,1,Male,29,15+ years,0.530455209,0.758064743,0.321998874
"% Change in Age-Standardized Smoking Prevalence, 1990-2019",218,Togo,1,Male,29,15+ years,-0.427607077,-0.354595784,-0.497555435
"% Change in Number of Smokers, 1990-2019",218,Togo,2,Female,29,15+ years,0.64443394,1.343713382,0.084504904
"% Change in Age-Standardized Smoking Prevalence, 1990-2019",218,Togo,2,Female,29,15+ years,-0.373406018,-0.119141314,-0.575483265
"% Change in Number of Smokers, 1990-2019",218,Togo,3,Both,29,15+ years,0.541445051,0.75783762,0.341276707
"% Change in Age-Standardized Smoking Prevalence, 1990-2019",218,Togo,3,Both,29,15+ years,-0.421404186,-0.348704457,-0.488544984
"% Change in Number of Smokers, 1990-2019",298,American Samoa,1,Male,29,15+ years,0.198056363,0.324595474,0.080036837
"% Change in Age-Standardized Smoking Prevalence, 1990-2019",298,American Samoa,1,Male,29,15+ years,-0.041423768,0.054828337,-0.126851036
